Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Citigroup,CP000356,1381418.6867674338,13.679496023895766,15156242.146521341,BBB
Barclays,CP000357,183555.0335230422,11.679764509385363,28106495.587970197,AA
Barclays,CP000358,5285807.552308566,14.41218301298806,5262812.326396954,A
Deutsche Bank,CP000359,5583466.011926656,9.890196961969952,1896603.951433801,BB
Citigroup,CP000360,1425657.7269722715,9.95470469229394,1237567.180497099,AAA
Citigroup,CP000361,5657003.942511855,10.314100822932161,2586281.97370802,AA
HSBC,CP000362,76622.2434694561,12.633283696444938,1909527.2381522276,BB
HSBC,CP000363,657750.0180514297,10.82810508163233,4144831.448113261,BBB
Citigroup,CP000364,682206.3220245385,13.118321609044468,1380730.1214940958,A
Barclays,CP000365,468984.9177549513,14.149197507836256,8485830.61874824,BB
Citigroup,CP000366,4501967.337336382,10.421181283496912,7544342.119936742,AA
Citigroup,CP000367,618655.033651708,9.959298610481897,4898310.237605227,A
HSBC,CP000368,1370907.1260443109,14.947163915621532,820236.630205983,A
Deutsche Bank,CP000369,3358199.2153125834,11.96801526375239,491899.9765153928,A
Barclays,CP000370,1198708.1518523025,14.504067806877456,22949378.112220176,B
Barclays,CP000371,399763.8818698789,11.638687555182155,5309664.254597817,BBB
HSBC,CP000372,2652571.1384110474,14.546424338316877,9212317.66430799,AAA
Deutsche Bank,CP000373,2360448.3278116756,13.782653628986015,572162.3966478775,AA
HSBC,CP000374,50598.63838932514,12.098854290239485,1602906.7908326646,AAA
Barclays,CP000375,3810629.4207922206,15.88912618866897,731786.9605481424,BBB
Citigroup,CP000376,780303.8886706651,9.488715966749364,8500197.437489955,A
Deutsche Bank,CP000377,382494.9192348173,9.046319443501789,1596306.1618309407,A
Citigroup,CP000378,573895.606280941,13.002982265753554,1717539.8481926334,BB
Deutsche Bank,CP000379,137702.16479270873,10.175622585736958,4348272.323551218,BBB
Citigroup,CP000380,218310.99070157646,15.770695361268118,394645.3964129432,AAA
HSBC,CP000381,1580645.736033191,10.52346978342372,398356.7151650433,BB
Deutsche Bank,CP000382,236061.429427234,13.217589578489159,2851487.8931809114,AAA
Deutsche Bank,CP000383,281876.0986837291,9.796718117701488,1850263.4797504882,BB
Deutsche Bank,CP000384,1484802.2129650281,12.370996085332514,1945420.9334242102,A
HSBC,CP000385,343719.11411304364,10.541589306867763,164089.87140325902,CCC
Citigroup,CP000386,246769.54594022888,12.988468012476512,75906.54966550577,AA
Barclays,CP000387,331023.38525742927,14.391175713440532,1486342.4162079745,BBB
Barclays,CP000388,1764175.673108747,12.387244982553284,8859297.462636266,BB
HSBC,CP000389,5425663.096301972,14.121234715322801,2685991.651728874,BBB
Deutsche Bank,CP000390,3019247.850654397,9.520621643635957,2406125.4965206394,AA
Citigroup,CP000391,750005.7434157827,9.742216262723847,42030602.77240661,BBB
Citigroup,CP000392,1007609.4547863699,11.413379396782087,701618.780963566,A
Citigroup,CP000393,751927.0810593967,12.262124049819462,8688916.745372359,AA
HSBC,CP000394,29194614.657239065,14.106961512580165,421090.7764638874,AAA
Citigroup,CP000395,611749.287519475,11.007885888256183,526504.4378091306,AA
Barclays,CP000396,435821.4659992284,14.40897746950887,2500320.84251669,A
HSBC,CP000397,1458121.9108171805,11.593323829199331,1078187.11966003,BBB
HSBC,CP000398,434725.21068729163,13.848498404199459,2758258.0137327495,BB
Citigroup,CP000399,353442.83710560494,14.916732207165882,1337982.4569102062,A
Citigroup,CP000400,1871776.888228714,15.288061466223107,1786171.49470043,AA
Barclays,CP000401,489682.4322326109,9.550639767007505,3758879.5424427693,BB
Citigroup,CP000402,29013.203120930615,14.909409277621375,42738778.63496594,AA
Barclays,CP000403,1462215.8322028494,11.662624637415306,25008796.4147256,BBB
Deutsche Bank,CP000404,1992318.9183159743,12.718370035517314,325464.09667488246,BBB
Citigroup,CP000405,2109444.876444998,15.572368409652228,1254047.7744299073,BBB
Deutsche Bank,CP000406,4565625.347123465,11.37840078757741,3382267.5518439338,BBB
HSBC,CP000407,4804390.353398118,9.056228909187567,568551.5156143995,BBB
Deutsche Bank,CP000408,615086.7333766451,12.71701246174226,849055.3904998907,B
Barclays,CP000409,795684.9025783193,14.624506216368154,831574.7880907968,BBB
Barclays,CP000410,1539498.9002208312,12.008896136391808,1456250.9544415837,BB
Barclays,CP000411,8418664.23991958,10.912613943302798,1366242.9453237245,BBB
HSBC,CP000412,446017.7504522262,10.411382994521496,4140410.5657571387,A
HSBC,CP000413,699941.8324082622,10.02127943749713,538375.6995722521,BB
HSBC,CP000414,2419589.925671857,15.1009735206187,3174516.497093878,A
Barclays,CP000415,2199193.4641406224,15.380757922054688,3015345.0886171637,BBB
Barclays,CP000416,2407904.604118675,13.089446638663018,4387300.153686882,A
HSBC,CP000417,524710.0262910743,10.062470366085215,2375157.6606093105,BB
Barclays,CP000418,126141.5038954632,12.412824590723309,1983185.2267016144,BB
Barclays,CP000419,2580392.7447262183,12.782140859578641,19424487.68660703,BBB
Citigroup,CP000420,774337.3493254166,15.807537348090953,937189.3501672124,BBB
Citigroup,CP000421,678010.3992356065,11.481847281237258,11379169.121842662,BB
HSBC,CP000422,3936322.9019523347,11.10878594766078,705514.1748667209,AA
Citigroup,CP000423,657129.1942050103,13.398522312789074,309656.8860165201,BBB
Citigroup,CP000424,7829493.254251698,11.429293514329686,3252017.6566642825,A
HSBC,CP000425,1060012.5818063885,15.893495847311636,5979946.417736879,BB
Barclays,CP000426,432899.8314851885,12.741610196468494,1788512.179599127,AAA
Barclays,CP000427,779704.5194868625,11.851366241804353,2053157.1756705453,B
Citigroup,CP000428,470704.41387814394,12.704464042465325,1422137.4331113894,D
Barclays,CP000429,485414.1083324073,14.939108489294945,30438151.64185627,AA
Deutsche Bank,CP000430,1316127.1327122129,10.606829227935329,905607.5545836246,BBB
HSBC,CP000431,13631690.18408085,14.735032523483973,1662416.8003180986,AAA
HSBC,CP000432,9596582.29984843,11.687913851472267,13968992.48389955,BBB
Barclays,CP000433,759137.5130070383,9.439322881650154,1042479.0061628616,BBB
Barclays,CP000434,438356.6119331111,12.817622906539537,2617577.9209710853,BBB
Deutsche Bank,CP000435,879979.3406040219,10.86943486456793,8378282.236936385,BB
Citigroup,CP000436,560554.0197921181,14.015673160484566,2549924.570878396,AA
Citigroup,CP000437,1080122.2383023428,9.132639145414245,1620100.377946751,A
Deutsche Bank,CP000438,416585.4966899418,14.543346512727473,1551974.581872409,AA
Barclays,CP000439,2849592.4669281216,13.845717710203537,3582478.4508547434,AAA
Barclays,CP000440,619983.1017013552,13.866262725982327,3751365.357557005,AAA
Barclays,CP000441,423462.9247093228,13.20772684402781,9210929.635220129,BBB
HSBC,CP000442,835556.7038508346,9.986548259930618,1473146.3639687058,A
Barclays,CP000443,199746.23059080273,14.905462425922469,295277.18299729325,A
HSBC,CP000444,117652.48217067157,13.299488758550744,3629823.7977618817,B
Barclays,CP000445,6538993.799610677,13.314619589299966,6571900.121511417,A
HSBC,CP000446,1432626.2321098188,10.290129063616526,11568972.495859617,BBB
HSBC,CP000447,1125650.1517567094,12.140879179812183,287964.35086481815,A
Barclays,CP000448,340439.7832230447,9.648350690476407,6562784.752282694,AA
Citigroup,CP000449,1231418.6791858103,9.101596132862658,6298529.543027907,D
Deutsche Bank,CP000450,1210426.7214033923,10.326726891025034,6276942.932552401,AA
Citigroup,CP000451,770351.3218592334,15.018246895831746,709996.3100224283,BBB
Barclays,CP000452,631958.3629616391,10.981798904180303,9474959.80164541,BBB
Barclays,CP000453,470911.8959005476,13.183204585744514,13559259.80284945,B
Barclays,CP000454,2744696.6852546837,13.855616698511339,2087164.9622713146,BBB
Deutsche Bank,CP000455,3784006.907680451,11.226476674873346,2567623.5570048774,BBB
Deutsche Bank,CP000456,49954852.20089225,15.299643170139309,28797763.993100468,CCC
Citigroup,CP000457,2031794.220475187,9.84782733783593,1801347.5937098328,BBB
HSBC,CP000458,1221168.8833146773,15.380598198077312,22635375.279159207,BB
Deutsche Bank,CP000459,1247817.620611555,9.956924248582212,1348440.9655566213,A
Deutsche Bank,CP000460,1222326.7868774855,9.35489175354434,3403987.4522279855,BBB
HSBC,CP000461,891849.2340639794,15.407437848668323,8465054.386985129,A
HSBC,CP000462,1556645.2097724585,13.68387935724466,2582532.8151918724,AA
Citigroup,CP000463,532077.1684955304,11.962116483877463,6672866.370075095,BB
Citigroup,CP000464,271087.76450891444,10.129252227312351,4814752.784905876,BBB
HSBC,CP000465,1631576.3784186896,14.955745852942155,516731.6504024662,AAA
Barclays,CP000466,13775861.879764084,9.202737018831682,13591946.014012843,BB
Deutsche Bank,CP000467,629219.5858230991,12.760305363885564,5535628.563318333,BB
Deutsche Bank,CP000468,110310.13895650645,14.488706383996002,9065466.032965533,AAA
Citigroup,CP000469,4503016.224623109,12.230062058177445,7267047.626153462,A
Deutsche Bank,CP000470,536181.9551177387,12.18431897839138,20202847.915281016,BBB
Citigroup,CP000471,854538.4423106979,11.072010618341166,2663667.833958702,BBB
Deutsche Bank,CP000472,5465906.157820966,14.385675579261331,10114676.252218092,A
Citigroup,CP000473,608696.6884328998,11.555583896126151,779176.5624584871,D
Citigroup,CP000474,589070.8686428843,13.217996795151258,6483096.066461511,BBB
HSBC,CP000475,768763.7778877243,13.232456217089561,20212498.697141495,AA
Deutsche Bank,CP000476,3002115.0001884215,11.298613637756215,819801.5393808084,BBB
Barclays,CP000477,503257.078227119,12.47210983201515,1194640.390334264,BBB
Citigroup,CP000478,402190.5050674977,14.024051091176243,13191982.488399914,BB
HSBC,CP000479,354337.2792847809,13.85592300241526,1073070.1155673112,AAA
Citigroup,CP000480,763316.4543755505,9.525697662626413,5601820.076341472,A
HSBC,CP000481,1837884.0804202144,10.190851703024947,3175231.910802364,AA
Deutsche Bank,CP000482,567280.1706560418,9.662308243542837,1030061.3374614436,BBB
Citigroup,CP000483,3850890.2357014455,9.57471719725167,472372.40542140434,A
Citigroup,CP000484,623065.4253009275,12.702132675122792,4453550.650321745,D
Citigroup,CP000485,740297.5770467717,15.456649380094495,5733952.458517124,BBB
Deutsche Bank,CP000486,576203.8081999912,15.674376353555342,1654460.1354450472,BBB
Citigroup,CP000487,1643246.9809012327,10.232011889524891,6766639.339554485,BB
HSBC,CP000488,369818.32533408754,15.427279363396813,13560589.487814505,BBB
Barclays,CP000489,477401.8198583351,12.645456070374099,1765392.7054995329,BBB
HSBC,CP000490,481825.13502140535,10.03598026468672,9617327.5660016,AA
Deutsche Bank,CP000491,532614.4252179678,13.29466868725683,49788854.3784585,A
Deutsche Bank,CP000492,1448005.115205363,11.126561170752332,4720391.412357986,AA
HSBC,CP000493,2649684.346586243,15.506242970435455,2647327.488638566,A
Citigroup,CP000494,6873805.446370908,13.271589075071411,11776087.177714406,BBB
Deutsche Bank,CP000495,1605338.0790791097,11.89978864878281,5919805.518228981,BB
Deutsche Bank,CP000496,5655844.777250654,15.628868710382786,5091030.179595749,AA
Citigroup,CP000497,144107.4891592776,13.420014246619683,24551122.97829666,BBB
Citigroup,CP000498,752620.4761832333,12.418527309174713,458627.1218734103,A
Citigroup,CP000499,1698961.7114059643,11.51100668440926,2055942.6772054683,BBB
HSBC,CP000500,971313.465329453,9.33850515709853,587926.3633183375,AAA
Barclays,CP000501,3641675.240092111,12.028425599880569,3481294.0203427793,BBB
Barclays,CP000502,1817472.8543095405,15.686836389072385,1711484.1085276108,AAA
HSBC,CP000503,2817402.8327471274,9.7493055107822,3905462.9531124425,BBB
Citigroup,CP000504,1334796.1798198381,15.21822236939293,71446857.5599289,A
Barclays,CP000505,543623.3705192433,12.397151993558257,473064.60334690014,BB
Citigroup,CP000506,216190.33245562724,11.546114976433874,723381.0970497786,AAA
Barclays,CP000507,1018435.3257695809,14.263579026158975,622165.9154841284,BB
Deutsche Bank,CP000508,1086332.577288802,12.676084549821509,33404875.451654512,A
HSBC,CP000509,943530.1592402968,13.09051549381024,2331792.7530054403,AA
Deutsche Bank,CP000510,950549.792295056,14.841988689393675,4317214.100778859,A
Deutsche Bank,CP000511,2074001.162280146,14.010022920074508,3071289.2242184314,BBB
Citigroup,CP000512,141034.69003942018,10.100802540038949,553270.4730575542,BB
Deutsche Bank,CP000513,155065.56311007985,15.05664119655783,1252573.9237656833,A
Citigroup,CP000514,1849520.2384727376,12.824065187068182,3221571.884173623,A
Barclays,CP000515,1265008.922465065,15.365580214853988,2663616.190327974,AA
HSBC,CP000516,1373773.7604078674,9.572042174565354,1217117.102509092,BBB
HSBC,CP000517,1476351.37292936,14.15418089184281,861519.350224578,B
Barclays,CP000518,352569.94088959217,10.753345439342855,4934824.416421497,BB
HSBC,CP000519,68960.15184152406,15.524839111263425,1277974.1889525112,AAA
Deutsche Bank,CP000520,3084216.0303826616,12.714579389060765,2157078.1655089124,BB
Citigroup,CP000521,28142235.625037435,11.046064972681446,20698271.715497293,BBB
HSBC,CP000522,2992623.0349317566,9.363196441762891,651685.7892686073,AAA
Citigroup,CP000523,78066.78554619681,13.216118622581998,3053455.404365576,BBB
Barclays,CP000524,1032560.5579999263,14.233927875084945,1672477.5432521536,BB
Deutsche Bank,CP000525,78483.6430007035,10.934359221188089,2798960.368067066,BBB
Citigroup,CP000526,3688646.6430483656,14.490257554198934,6243188.285564753,BBB
Barclays,CP000527,17704214.3720322,13.876387306038822,9296718.483610282,BB
HSBC,CP000528,912317.558837928,14.817030007549285,10566327.312022831,BBB
HSBC,CP000529,1898461.7544525054,14.526313949913632,837840.2668230853,A
HSBC,CP000530,449592.50400149316,14.050023193805467,17028317.30601312,AA
Deutsche Bank,CP000531,816178.286708846,9.942739232689426,1282901.6852596716,BBB
Deutsche Bank,CP000532,1388445.580019104,9.189648352607598,2834731.483769015,BBB
Citigroup,CP000533,636733.4760921341,14.756763798422277,1408650.2040556397,AA
Barclays,CP000534,3470980.379376374,13.659247085922008,2676201.0412240047,AA
Barclays,CP000535,144885.86953416598,10.381015252846062,13364657.582008043,BB
Deutsche Bank,CP000536,892237.9062573605,10.421916615635592,479038.8908573924,BBB
HSBC,CP000537,998754.4971386695,13.186691357976024,1454982.112972354,AAA
Deutsche Bank,CP000538,1135745.565985914,14.241911878525716,2493330.654196585,BBB
Deutsche Bank,CP000539,960364.1028099458,11.926452165527348,1969735.1648304155,BBB
Deutsche Bank,CP000540,1235311.580100736,13.837477142242593,6174414.028264466,BBB
Citigroup,CP000541,2613038.557866424,14.341579239481318,1874229.2726754884,D
Deutsche Bank,CP000542,390323.4086430788,9.296256324703705,9032410.822770245,BBB
Barclays,CP000543,2750813.1802547364,15.961988625481895,3497992.81889294,BBB
Barclays,CP000544,986333.8649920383,14.017459896039233,25951606.119813733,BBB
Barclays,CP000545,3678136.266636424,14.392621924885447,574259.8587022672,AAA
HSBC,CP000546,761181.7435564238,13.375131568706525,10706544.746173128,BBB
Deutsche Bank,CP000547,848111.3745088038,9.803332798806176,1664236.8174015204,AAA
Citigroup,CP000548,50858.619034269155,10.429076934814686,2228654.7825004007,BBB
HSBC,CP000549,319906.81015090283,10.215586054367325,26923548.41092638,A
Citigroup,CP000550,339943.03413230856,9.592393761599618,10295788.225120192,AA
Citigroup,CP000551,1957875.3566444018,9.014615994440927,2181427.1123634176,A
Citigroup,CP000552,769766.0175259574,15.61230488442118,828649.9124324744,A
Barclays,CP000553,1903341.328576692,10.522929310790271,12466721.733652242,AAA
HSBC,CP000554,920756.7692260748,9.560880558815017,4259494.534780509,AA
Deutsche Bank,CP000555,2137661.408921251,11.316697127153246,101755.84728240257,A
Deutsche Bank,CP000556,900130.3233565094,13.533134746487654,5569691.0873291595,BB
HSBC,CP000557,16164293.66742986,9.502377988757061,7782212.372846621,BB
Citigroup,CP000558,8607934.924708517,9.887413082892824,2744526.218956821,A
HSBC,CP000559,55646.09255426076,10.656246522867454,1371076.4435394914,A
Barclays,CP000560,916588.0955891325,15.084037146156799,6635823.339280173,AAA
Barclays,CP000561,3766457.9696447346,12.362053910110301,64687542.82766716,BBB
HSBC,CP000562,7361340.441801022,11.727331857696335,3933840.5837965393,A
Deutsche Bank,CP000563,3365140.978632018,10.376344646832274,13056074.010824125,BBB
Deutsche Bank,CP000564,95988.9349125299,12.325289474017978,44827888.79315357,BB
HSBC,CP000565,515017.6910078098,11.464043963157499,1046462.1662328177,BBB
Deutsche Bank,CP000566,5608255.377792599,9.082253524657933,2739201.5354981967,BBB
Citigroup,CP000567,523065.23236984614,10.409966295879826,83783064.44583641,AAA
Barclays,CP000568,79063.68938810636,10.77172290011764,547832.8664149663,BBB
Barclays,CP000569,24379749.652290598,11.173705668516373,4355920.079427407,B
Citigroup,CP000570,1795571.2679979375,11.693863280102118,509735.3965055591,BBB
Barclays,CP000571,2479602.3803559723,9.594644547848132,2608047.801466278,AAA
Citigroup,CP000572,901932.1775718329,12.284652532511018,23195459.53831057,A
HSBC,CP000573,6077601.830307418,9.039113740797962,638420.9475539596,A
Deutsche Bank,CP000574,4442584.511097739,10.947754844905615,314713.99185216246,CCC
Citigroup,CP000575,42702.76193189474,13.169564379322289,4816676.3533235295,BB
HSBC,CP000576,3533739.5618962254,9.737960356269673,1146633.2341086618,A
Citigroup,CP000577,6788508.83343531,9.036036500019122,2527994.3800454936,A
Citigroup,CP000578,1700118.579629062,15.615478066257532,2732907.1293877517,BBB
HSBC,CP000579,203829.00795201852,11.765017475440827,33214993.672027268,A
HSBC,CP000580,660168.5837580188,13.8634367966572,2875638.821855774,AA
Deutsche Bank,CP000581,7228194.947245739,11.291927265426295,546674.8259560078,AA
